uid	umap_x	umap_y	source	gene_family	mechanism	drug_class
[SWISSPROT]sp|P33449|BMR1_BACSU	-1.5332743	-10.538751	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P33733|TCR4_SALOR	-1.4426384	-9.789202	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P36258|RL11_STRGR	2.9971716	3.7924914	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P36890|TCR_STAHY	-1.8996542	-10.784656	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P37000|MYRA_MICGR	0.7489335	3.632539	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P37589|PMRD_SALTY	-1.6654223	6.696579	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P39886|TCMA_STRGA	-2.8029776	-10.191383	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P42332|BCRA_BACLI	1.5515794	4.1811566	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P42334|BCRC_BACLI	1.27312	-4.339555	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P42670|PUR8_STRAD	-2.8358111	-10.1833725	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P43458|YMCR_STRLA	-3.3375397	4.8595595	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P44927|EMRB_HAEIN	-2.397752	-10.543037	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P44928|EMRA_HAEIN	11.152012	5.0731707	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P45123|BCR_HAEIN	-1.5770885	-9.856821	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P45438|ERMK_BACLI	-3.1422646	3.7789583	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P45440|LPER_STRFR	-14.614949	-4.2181225	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P46104|LMRA_STRLN	-2.8257952	-10.136849	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P46105|ACT22_STRCO	-2.847981	-10.173192	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P49417|CAT_VIBAN	-6.015483	14.984961	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P50868|CAT4_KLEAE	-1.730863	7.0656805	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P50869|CAT4_MORMO	-1.805768	7.139389	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P51564|TCR8_PASMD	-1.4175738	-9.880268	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P52392|NHSR_STRAS	-0.47252566	2.380797	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P52393|TSNR_STRLU	0.9355739	4.4069285	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P62580|CAT_SALTI	-6.0170493	14.982633	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P62967|TCR_STAES	-1.9875652	-10.725797	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P67920|BLA1_ACTPL	-8.415697	0.9204986	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P71043|YWNH_BACSU	-1.0046397	4.820912	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P71485|EMBA_MYCAV	2.9427497	-0.88989973	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P71486|EMBB_MYCAV	2.9577696	-0.9337049	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P72533|TETO_STREE	-1.6178205	-4.076842	AMR_query	Unknown	Unknown	Unknown
[SWISSPROT]sp|P81173|BLAC_STRGR	-14.612562	-4.215842	AMR_query	Unknown	Unknown	Unknown
[CARD]gb|CAJ77855.1|ARO:3000779|adeH	12.761063	2.6968825	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	fluoroquinolone antibiotic;tet
[CARD]gb|ABV26707.1|ARO:3002850|arr-5	-1.2836831	6.8514557	AMR_query	rifampin ADP-ribosyltransferase (Arr)	antibiotic inactivation	rifamycin antibiotic
[CARD]gb|AAL27443.1|ARO:3002967|vanXY_in_vanE	-1.1081961	3.859657	AMR_query	glycopeptide resistance gene cluster;van	antibiotic target alteration	glycopeptide antibiotic
[CARD]gb|AAO82019.1|ARO:3004254|vanV_in_vanB_cl	-1.6623458	6.6647406	AMR_query	glycopeptide resistance gene cluster;van	antibiotic target alteration	glycopeptide antibiotic
[CARD]gb|WP_064190969.1|ARO:3002584|AAC(6')-29b	-0.8052022	5.653255	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAB21326.1|ARO:3002651|APH(3')-Vc	0.11938814	4.470149	AMR_query	APH(3')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AET35493.1|ARO:3001777|OXA-347	-8.297875	0.80420274	AMR_query	OXA beta-lactamase	antibiotic inactivation	penicillin beta-lactam
[CARD]gb|AAD12233.1|ARO:3001417|OXA-22	-7.547791	-0.13479523	AMR_query	OXA beta-lactamase;OXA-22-like beta-lact	antibiotic inactivation	cephalosporin;penicillin beta-
[CARD]gb|CBY77552.1|ARO:3003106|Erm(42)	-3.0465307	3.7020261	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|AAB36568.1|ARO:3002700|cmlv	-1.8845477	-9.309384	AMR_query	chloramphenicol phosphotransferase	antibiotic inactivation	phenicol antibiotic
[CARD]gb|ADO00942.1|ARO:3003023|dfrB6	-1.2748022	7.1118975	AMR_query	trimethoprim resistant dihydrofolate red	antibiotic target replacement	diaminopyrimidine antibiotic
[CARD]gb|ACH58988.1|ARO:3002487|LRA-8	-4.893957	-0.6387947	AMR_query	subclass B3 LRA beta-lactamase	antibiotic inactivation	cephalosporin;penicillin beta-
[CARD]gb|AEQ59620.1|ARO:3001052|TEM-192	-8.547825	-0.3897515	AMR_query	TEM beta-lactamase	antibiotic inactivation	cephalosporin;monobactam;penic
[CARD]gb|AAD46626.1|ARO:3002596|AAC(6')-IIc	-1.4744862	5.029921	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|CAZ48628.1|ARO:3002852|arr-7	-1.2431601	6.8828306	AMR_query	rifampin ADP-ribosyltransferase (Arr)	antibiotic inactivation	rifamycin antibiotic
[CARD]gb|BAD14386.1|ARO:3002573|AAC(6')-Iae	-1.1321146	5.6893144	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|ACH58997.1|ARO:3002492|LRA-18	10.263686	-12.438798	AMR_query	class C LRA beta-lactamase	antibiotic inactivation	cephalosporin;penicillin beta-
[CARD]gb|AAR21614.1|ARO:3002529|AAC(3)-Id	-1.7559859	5.2060313	AMR_query	AAC(3)	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|ABS43151.1|ARO:3000784|cmeB	17.248884	1.18757	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	cephalosporin;fluoroquinolone 
[CARD]gb|ACM91559.1|ARO:3002319|KPC-9	-8.524363	-0.5778727	AMR_query	KPC beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin;monob
[CARD]gb|ADT70779.1|ARO:3001805|OXA-198	-7.8209662	0.24039285	AMR_query	OXA beta-lactamase;OXA-198-like beta-lac	antibiotic inactivation	carbapenem;penicillin beta-lac
[CARD]gb|AAB49832.1|ARO:3002636|APH(2'')-IIIa	-0.19290267	4.4607	AMR_query	APH(2'')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|BAB36671.1|ARO:3000832|evgA	0.9733078	6.26802	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	fluoroquinolone antibiotic;mac
[CARD]gb|ADQ43421.1|ARO:3002646|APH(3')-IIc	0.20417273	4.551535	AMR_query	APH(3')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|BAD11815.1|ARO:3002593|AAC(6')-Ib-SK	-1.1906005	4.893174	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAC23556.1|ARO:3002660|APH(6)-Id	0.37412003	4.8398304	AMR_query	APH(6)	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|CAL30186.1|ARO:3002699|cmlB1	-2.0220928	-9.679438	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	phenicol antibiotic
[CARD]gb|ACX92986.2|ARO:3002832|vgaD	1.4690986	0.40021303	AMR_query	vga-type ABC-F protein	antibiotic target protection	pleuromutilin antibiotic;strep
[CARD]gb|CAA52904.1|ARO:3002688|catS	-6.016298	14.983011	AMR_query	chloramphenicol acetyltransferase (CAT)	antibiotic inactivation	phenicol antibiotic
[CARD]gb|AAB66655.1|ARO:3002663|APH(9)-Ib	-0.18643844	4.1909223	AMR_query	APH(9)	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|CAK55557.1|ARO:3002585|AAC(6')-31	-1.4889417	4.9824085	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAN86837.2|ARO:3000601|Erm(38)	-3.464721	4.8780413	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|AAF67494.2|ARO:3002522|novA	5.3182144	0.33706814	AMR_query	ATP-binding cassette (ABC) antibiotic ef	antibiotic efflux	aminocoumarin antibiotic
[CARD]gb|AAS76623.1|ARO:3004606|erm(40)	-3.5555396	4.8525352	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|CAA83855.1|ARO:3000380|FosC	0.88021207	4.7700233	AMR_query	fosC phosphotransferase family	antibiotic inactivation	phosphonic acid antibiotic
[CARD]gb|AAC69328.1|ARO:3001265|Erm(30)	-3.505142	4.8385105	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|CAJ77857.1|ARO:3000778|adeG	11.390643	4.906353	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	fluoroquinolone antibiotic;tet
[CARD]gb|CAL34518.1|ARO:3000526|cmeR	0.42766964	5.9624877	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	cephalosporin;fluoroquinolone 
[CARD]gb|CAJ32491.1|ARO:3002622|aadA6/aadA10	-0.200986	5.51096	AMR_query	ANT(3'')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|BAA03776.1|ARO:3000316|mphA	-0.16018747	3.9806514	AMR_query	macrolide phosphotransferase (MPH)	antibiotic inactivation	macrolide antibiotic
[CARD]gb|BAB35162.1|ARO:3000676|H-NS	-3.7810793	-0.5471821	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	cephalosporin;fluoroquinolone 
[CARD]gb|AAB58161.1|ARO:3003010|ceoB	17.26216	1.1816603	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	aminoglycoside antibiotic;fluo
[CARD]gb|AAC60781.1|ARO:3003048|rosA	-1.445393	-10.198546	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	peptide antibiotic
[CARD]gb|AAD51346.1|ARO:3003053|smeC	12.777725	2.684881	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	aminoglycoside antibiotic;ceph
[CARD]gb|AAA25717.1|ARO:3002624|ANT(4')-IIa	-1.2298534	6.2578983	AMR_query	ANT(4')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|ABU52984.1|ARO:3002792|QnrS3	-14.7759	3.6249614	AMR_query	quinolone resistance protein (qnr)	antibiotic target protection	fluoroquinolone antibiotic
[CARD]gb|AAD03495.1|ARO:3002567|AAC(6')-Iw	-2.032688	5.2232556	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|CAG25831.1|ARO:3002445|OKP-B-12	-8.524451	-0.67513514	AMR_query	OKP beta-lactamase	antibiotic inactivation	cephalosporin;penicillin beta-
[CARD]gb|AAO43110.1|ARO:3000300|lsaA	1.398531	0.36174625	AMR_query	lsa-type ABC-F protein	antibiotic target protection	lincosamide antibiotic;pleurom
[CARD]gb|AKO71461.1|ARO:3004608|EreD	0.9998681	5.2134833	AMR_query	macrolide esterase	antibiotic inactivation	macrolide antibiotic
[CARD]gb|CBH51823.1|ARO:3000556|tet(44)	-1.615503	-4.0748467	AMR_query	tetracycline-resistant ribosomal protect	antibiotic target protection	tetracycline antibiotic
[CARD]gb|ACJ63262.1|ARO:3003107|mef(B)	-1.6218072	-10.854594	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	macrolide antibiotic
[CARD]gb|AAL14439.1|ARO:3000774|adeA	11.309259	4.991536	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	glycylcycline;tetracycline ant
[CARD]gb|AAC75137.1|ARO:3000794|mdtC	17.26736	1.2175354	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	aminocoumarin antibiotic
[CARD]gb|AAC75429.1|ARO:3000833|evgS	2.6586194	1.8426923	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	fluoroquinolone antibiotic;mac
[CARD]gb|AGC51118.1|ARO:3000617|mecA	-7.236661	2.345302	AMR_query	methicillin resistant PBP2	antibiotic target replacement	carbapenem;cephalosporin;monob
[CARD]gb|ACH58985.1|ARO:3002485|LRA-2	-4.965385	-0.6601214	AMR_query	subclass B3 LRA beta-lactamase	antibiotic inactivation	cephalosporin;penicillin beta-
[CARD]gb|ACH87088.1|ARO:3000196|tet(32)	-1.6163388	-4.075653	AMR_query	tetracycline-resistant ribosomal protect	antibiotic target protection	tetracycline antibiotic
[CARD]gb|AAM76670.1|ARO:3002625|ANT(4')-IIb	-0.68201417	5.7677345	AMR_query	ANT(4')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAC75731.1|ARO:3000516|emrR	0.32196477	6.0260057	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	fluoroquinolone antibiotic
[CARD]gb|AAF42063.1|ARO:3000810|mtrC	11.344601	4.901863	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	macrolide antibiotic
[CARD]gb|AAG03380.1|ARO:3002703|cmx	-1.8648602	-9.3391075	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	phenicol antibiotic
[CARD]gb|ABA42119.2|ARO:3000865|oleD	0.6794472	3.2882774	AMR_query	ole glycosyltransferase	antibiotic inactivation	macrolide antibiotic
[CARD]gb|BAD89844.2|ARO:3000753|abeM	-0.9039588	-10.739793	AMR_query	multidrug and toxic compound extrusion (	antibiotic efflux	disinfecting agents and antise
[CARD]gb|AGE00988.1|ARO:3002668|rmtG	0.90580094	5.0109015	AMR_query	16S rRNA methyltransferase (G1405)	antibiotic target alteration	aminoglycoside antibiotic
[CARD]gb|AAL19305.1|ARO:3000790|mdsB	17.233728	1.1482533	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	carbapenem;cephalosporin;monob
[CARD]gb|AAA50325.1|ARO:3003036|oleB	2.563778	0.3480943	AMR_query	Miscellaneous ABC-F subfamily ATP-bindin	antibiotic target protection	macrolide antibiotic
[CARD]gb|ATC67679.1|ARO:3000838|arlR	0.9874564	7.024714	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	disinfecting agents and antise
[CARD]gb|ADC55560.1|ARO:3000858|armA	0.48906022	5.092824	AMR_query	16S rRNA methyltransferase (G1405)	antibiotic target alteration	aminoglycoside antibiotic
[CARD]gb|AAF17880.1|ARO:3002605|aadA5	-0.23866418	5.5309973	AMR_query	ANT(3'')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAF86697.1|ARO:3001817|ACC-3	10.402047	-12.412126	AMR_query	ACC beta-lactamase	antibiotic inactivation	cephalosporin;monobactam;penic
[CARD]gb|BAA16344.1|ARO:3000491|acrD	17.05929	0.6231461	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	aminoglycoside antibiotic
[CARD]gb|CAA39038.1|ARO:3002553|AAC(6')-If	-1.9428633	5.187154	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl	0.92146266	7.132519	AMR_query	glycopeptide resistance gene cluster;van	antibiotic target alteration	glycopeptide antibiotic
[CARD]gb|CAA91010.1|ARO:3002559|AAC(6')-Ip	-1.1709055	5.641282	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAM92464.1|ARO:3002594|AAC(6')-IIa	-1.4674854	4.986008	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AAX14803.1|ARO:3000782|adeK	12.760141	2.6991827	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	carbapenem;cephalosporin;diami
[CARD]gb|AFK13828.1|ARO:3000823|ramA	0.729481	5.7929435	AMR_query	General Bacterial Porin with reduced per	antibiotic efflux;reduced permeability to antibiotic	carbapenem;cephalosporin;disin
[CARD]gb|AAV85981.1|ARO:3000533|macA	11.2108345	5.0013995	AMR_query	ATP-binding cassette (ABC) antibiotic ef	antibiotic efflux	macrolide antibiotic
[CARD]gb|CAA52372.1|ARO:3002656|APH(4)-Ib	-1.6697553	6.623143	AMR_query	APH(4)	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|CAC17626.1|ARO:3002519|OCH-6	10.339485	-12.403421	AMR_query	OCH beta-lactamase	antibiotic inactivation	cephalosporin;monobactam;penic
[CARD]gb|AAR92235.1|ARO:3000602|Erm(39)	-3.6241057	4.8984175	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|BAO79518.1|ARO:3003207|FosK	9.312952	13.123491	AMR_query	fosfomycin thiol transferase	antibiotic inactivation	phosphonic acid antibiotic
[CARD]gb|AAB58160.1|ARO:3003009|ceoA	-1.5593551	6.2212667	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	aminoglycoside antibiotic;fluo
[CARD]gb|BAA12910.1|ARO:3000318|mphB	-0.39731997	3.8167365	AMR_query	macrolide phosphotransferase (MPH)	antibiotic inactivation	macrolide antibiotic
[CARD]gb|AAG29765.2|ARO:3002260|IND-4	-3.70446	-1.5070028	AMR_query	IND beta-lactamase	antibiotic inactivation	carbapenem
[CARD]gb|AAC98092.2|ARO:3001075|SHV-16	-8.5048	-0.6951569	AMR_query	SHV beta-lactamase	antibiotic inactivation	cephalosporin;penicillin beta-
[CARD]gb|AAC45805.1|ARO:3002702|cmrA	-1.8599007	-9.314123	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	phenicol antibiotic
[CARD]gb|AEA37904.1|ARO:3003112|lsaC	1.466861	0.30727863	AMR_query	lsa-type ABC-F protein	antibiotic target protection	lincosamide antibiotic;pleurom
[CARD]gb|CAC86410.1|ARO:3000599|Erm(33)	-3.0871024	3.7111542	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|AHA41500.1|ARO:3002913|vanO	3.7548754	5.1351075	AMR_query	Van ligase;glycopeptide resistance gene 	antibiotic target alteration	glycopeptide antibiotic
[CARD]gb|AAD51345.1|ARO:3003052|smeB	17.212854	1.1199676	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	aminoglycoside antibiotic;ceph
[CARD]gb|ABW95047.1|ARO:3001441|OXA-116	-8.342132	1.4117603	AMR_query	OXA beta-lactamase	antibiotic inactivation	penicillin beta-lactam
[CARD]gb|AAA87229.1|ARO:3002558|AAC(6')-Ik	-1.9847102	5.24217	AMR_query	AAC(6')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|BAP18892.1|ARO:3003210|FosA4	9.251096	13.063018	AMR_query	fosfomycin thiol transferase	antibiotic inactivation	phosphonic acid antibiotic
[CARD]gb|ABI50486.1|ARO:3002707|QnrA1	-14.7687845	3.6322262	AMR_query	quinolone resistance protein (qnr)	antibiotic target protection	fluoroquinolone antibiotic
[CARD]gb|ABW06859.1|ARO:3000603|Erm(41)	-3.5107698	4.8412924	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|AAN41439.1|ARO:3002608|aadA8	-0.26285273	5.456729	AMR_query	ANT(3'')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|CAF74882.1|ARO:3001771|OXA-57	-7.601905	-0.09960114	AMR_query	OXA beta-lactamase;OXA-42-like beta-lact	antibiotic inactivation	penicillin beta-lactam
[CARD]gb|ABC68330.1|ARO:3002640|APH(3'')-Ic	-0.1189589	4.048957	AMR_query	APH(3'')	antibiotic inactivation	aminoglycoside antibiotic
[CARD]gb|AKQ05896.1|ARO:3004587|tet(52)	2.0034199	5.8016768	AMR_query	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
[CARD]gb|CAB37345.2|ARO:3004592|erm(32)	0.90247875	3.7114525	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|CAT00035.1|ARO:3004551|dfrA28	0.33334276	9.070091	AMR_query	trimethoprim resistant dihydrofolate red	antibiotic target replacement	diaminopyrimidine antibiotic
[CARD]gb|ANN23980.1|ARO:3004554|dfrA29	0.31875372	9.049836	AMR_query	trimethoprim resistant dihydrofolate red	antibiotic target replacement	diaminopyrimidine antibiotic
[CARD]gb|AVX51087.1|ARO:3004559|CAM-1	-3.6749742	-1.4732381	AMR_query	CAM beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin;penic
[CARD]gb|AAK64581.1|ARO:3004568|dfrA18	0.28187728	8.773794	AMR_query	trimethoprim resistant dihydrofolate red	antibiotic target replacement	diaminopyrimidine antibiotic
[CARD]gb|WP_082741435.1|ARO:3004569|ICR-Mo	5.869176	-2.7141206	AMR_query	intrinsic colistin resistant phosphoetha	antibiotic target alteration	peptide antibiotic
[CARD]gb|AWN09461.1|ARO:3004571|PNGM-1	1.2937949	4.4843535	AMR_query	PNGM beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin;penic
[CARD]gb|ACQ82816.1|ARO:3004577|Abau_AmvA	-2.3498623	-10.363135	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	disinfecting agents and antise
[CARD]gb|BAH63251.1|ARO:3004580|Kpne_KpnE	-12.9296255	-9.686363	AMR_query	small multidrug resistance (SMR) antibio	antibiotic efflux	aminoglycoside antibiotic;ceph
[CARD]gb|AKQ05892.1|ARO:3004581|tet(48)	1.9769018	5.834724	AMR_query	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
[CARD]gb|BAH63252.1|ARO:3004583|Kpne_KpnF	-12.92064	-9.677346	AMR_query	small multidrug resistance (SMR) antibio	antibiotic efflux	aminoglycoside antibiotic;ceph
[CARD]gb|AKQ05895.1|ARO:3004586|tet(51)	2.0380003	5.8298397	AMR_query	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
[CARD]gb|AKQ05897.1|ARO:3004589|tet(53)	2.0044432	5.8255973	AMR_query	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
[CARD]gb|CZT31773.1|ARO:3004094|Erm(48)	-3.0696352	3.6682646	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|AKQ05898.1|ARO:3004590|tet(54)	2.0157666	5.8409286	AMR_query	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic
[CARD]gb|AJF36617.1|ARO:3004596|erm(46)	-3.5564122	4.8450437	AMR_query	Erm 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;macroli
[CARD]gb|EHL92831.1|ARO:3004588|Kpne_KpnG	11.239916	4.987776	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	aminoglycoside antibiotic;carb
[CARD]gb|AIX48090.1|ARO:3004599|clcD	3.3452907	5.3993487	AMR_query	Cfr 23S ribosomal RNA methyltransferase	antibiotic target alteration	lincosamide antibiotic;oxazoli
[CARD]gb|AAL86999.1|ARO:3004782|ERP-1	-8.507404	-0.74313474	AMR_query	ERP beta-lactamase	antibiotic inactivation	penicillin beta-lactam
[CARD]gb|AJO67548.1|ARO:3005006|tet(57)	-1.441728	-9.828485	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	tetracycline antibiotic
[CARD]gb|AEH26330.1|ARO:3005009|qacE	-12.928113	-9.684786	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	disinfecting agents and antise
[CARD]gb|QIB98910.1|ARO:3005013|IDC-2	10.312781	-12.397988	AMR_query	IDC beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin
[CARD]gb|QGQ32905.1|ARO:3005015|VMB-1	-3.6210816	-0.63707745	AMR_query	VMB beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin;penic
[CARD]gb|AYD68552.1|ARO:3005018|LMB-1	-5.00243	-0.69919616	AMR_query	LMB beta-lactamase	antibiotic inactivation	carbapenem;cephalosporin;penic
[CARD]gb|QHR93773.1|ARO:3005024|FosL1	9.28573	13.096981	AMR_query	fosfomycin thiol transferase	antibiotic inactivation	phosphonic acid antibiotic
[CARD]gb|AXY65402.1|ARO:3005021|cfr(D)	3.44401	5.4117575	AMR_query	Cfr 23S ribosomal RNA methyltransferase	antibiotic target alteration	glycopeptide antibiotic;lincos
[CARD]gb|AWA42532.1|ARO:3005028|FRI-5	-8.4967165	0.21185985	AMR_query	FRI beta-lactamase	antibiotic inactivation	penicillin beta-lactam
[CARD]gb|ATX60370.1|ARO:3005033|FLC-1	-8.489618	0.22853628	AMR_query	FRI beta-lactamase	antibiotic inactivation	penicillin beta-lactam
[CARD]gb|TKW44661.1|ARO:3005040|YajC	-4.634142	-0.5533134	AMR_query	resistance-nodulation-cell division (RND	antibiotic efflux	cephalosporin;disinfecting age
[CARD]gb|ABZ01840.1|ARO:3005043|cmlA9	-1.9518088	-9.617988	AMR_query	major facilitator superfamily (MFS) anti	antibiotic efflux	phenicol antibiotic
[CARD]gb|CDO13836.1|ARO:3005044|OmpA	-4.731157	-0.022692211	AMR_query	General Bacterial Porin with reduced per	reduced permeability to antibiotic	peptide antibiotic
[CARD]gb|AAP26981.1|ARO:3005045|SatA	-1.2400808	5.553378	AMR_query	streptothricin acetyltransferase (SAT)	antibiotic inactivation	nucleoside antibiotic
[CARD]gb|CCC86797.1|ARO:3005046|MecI_rep	0.12005702	5.819138	AMR_query	methicillin resistant PBP2	antibiotic target replacement	carbapenem;cephalosporin;monob
[CARD]gb|CCI79240.1|ARO:3005047|eptB	2.6029792	1.5463222	AMR_query	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
[CARD]gb|CCN31428.1|ARO:3005049|CrcB	-1.4140038	6.4770913	AMR_query	multidrug and toxic compound extrusion (	antibiotic efflux	aminoglycoside antibiotic
[CARD]gb|QFQ03949.1|ARO:3005051|LpsB	3.1073413	5.008688	AMR_query	Intrinsic peptide antibiotic resistant L	reduced permeability to antibiotic	peptide antibiotic
[CARD]gb|ABG48543.1|ARO:3005052|LpsA	0.5909493	5.200318	AMR_query	Intrinsic peptide antibiotic resistant L	reduced permeability to antibiotic	peptide antibiotic
[CARD]gb|CDO12042.1|ARO:3005053|ArnT	2.3606706	1.5964264	AMR_query	pmr phosphoethanolamine transferase	antibiotic target alteration	peptide antibiotic
